List of Differential Expressed Genes,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SERBP1.2,0.003170367,0.098790277,0.785,0.743,1,Unknown,SERBP1
SDCCAG8.3,0.003173402,-0.344442174,0.371,0.426,1,Unknown,SDCCAG8
STRADB.2,0.003181356,-0.48987561,0.067,0.103,1,Unknown,STRADB
LPAR6.3,0.003188196,-0.05515446,0.204,0.159,1,Unknown,LPAR6
ACTR1B.3,0.003230982,0.372651249,0.239,0.197,1,Unknown,ACTR1B
ACSS2.3,0.003234439,-0.493599871,0.097,0.138,1,Unknown,ACSS2
PTPRJ.3,0.003236389,0.273109078,0.231,0.187,1,Unknown,PTPRJ
ARHGDIA.3,0.003273782,0.1085102,0.752,0.711,1,Unknown,ARHGDIA
EIF2S2.3,0.003296213,-0.240510299,0.676,0.698,1,Unknown,EIF2S2
ACAA2.3,0.0032995,-0.278711046,0.382,0.434,1,Unknown,ACAA2
MTCH2.2,0.003329981,-0.344049976,0.414,0.466,1,Unknown,MTCH2
CHCHD2.3,0.003340059,-0.094213919,0.951,0.934,1,Unknown,CHCHD2
U2AF1L4.3,0.003340223,0.514358668,0.181,0.144,1,Unknown,U2AF1L4
KIAA0040,0.003343181,0.624362686,0.117,0.086,1,Unknown,KIAA0040
COMMD7.1,0.003348807,0.193248895,0.431,0.388,1,Unknown,COMMD7
MPHOSPH10.3,0.003361732,0.399820996,0.213,0.174,1,Unknown,MPHOSPH10
TOR1B.3,0.00337643,-0.533773853,0.099,0.139,1,Unknown,TOR1B
GBGT1.1,0.003414176,-0.54140382,0.164,0.211,1,Unknown,GBGT1
SSBP3.2,0.003416327,0.123801862,0.157,0.119,1,Unknown,SSBP3
ACTG1.2,0.003417678,0.087403436,0.994,0.978,1,Unknown,ACTG1
PRRC2B.2,0.003445497,0.379293484,0.199,0.16,1,Unknown,PRRC2B
MFNG.3,0.003450333,0.311307098,0.301,0.257,1,Unknown,MFNG
SRM.3,0.003457355,0.257795732,0.358,0.312,1,Unknown,SRM
KLF10.3,0.003461133,0.092493788,0.346,0.291,1,Unknown,KLF10
RBP7.3,0.003480185,-0.397564388,0.117,0.161,1,Unknown,RBP7
RP11-294J22.6.1,0.003483356,0.600649183,0.113,0.081,1,Unknown,RP11-294J22.6
TUG1,0.003490131,0.294480776,0.169,0.13,1,Unknown,TUG1
KAT7,0.003494276,0.510994454,0.119,0.086,1,Unknown,KAT7
HUWE1.3,0.0035058,0.290118797,0.253,0.206,1,Unknown,HUWE1
ANP32B.3,0.003560657,0.066028314,0.849,0.776,1,Unknown,ANP32B
NECAP1.3,0.003579065,0.547046569,0.135,0.102,1,Unknown,NECAP1
SNX27.3,0.003592016,-0.287401143,0.266,0.319,1,Unknown,SNX27
ENOPH1.3,0.003599678,-0.505905463,0.227,0.275,1,Unknown,ENOPH1
TBC1D1.1,0.003610187,0.200045902,0.289,0.242,1,Unknown,TBC1D1
ST7.3,0.003636853,-0.766324977,0.075,0.11,1,Unknown,ST7
POLR1D.3,0.003639362,0.146714342,0.696,0.647,1,Unknown,POLR1D
HK2.3,0.003648109,-0.37989185,0.256,0.306,1,Unknown,HK2
TPD52.3,0.003654677,0.504846278,0.145,0.11,1,Unknown,TPD52
ZDHHC3.3,0.003656138,-0.319897346,0.384,0.437,1,Unknown,ZDHHC3
ZRANB2.3,0.003663549,0.333633654,0.283,0.24,1,Unknown,ZRANB2
CLEC7A.3,0.003683832,-0.267208449,0.654,0.705,1,Unknown,CLEC7A
MSMO1.3,0.003703421,-0.574451262,0.151,0.194,1,Unknown,MSMO1
ABHD13.3,0.003710883,0.492799783,0.186,0.148,1,Unknown,ABHD13
U2AF2.2,0.003739279,0.290328076,0.218,0.178,1,Unknown,U2AF2
TSC22D1.3,0.003753425,-0.334474778,0.236,0.29,1,Unknown,TSC22D1
TIA1.2,0.003764151,0.345991658,0.192,0.15,1,Unknown,TIA1
RP11-11N9.4.3,0.003772932,-0.625501648,0.129,0.172,1,Unknown,RP11-11N9.4
GOLPH3.3,0.003778292,0.31242928,0.32,0.274,1,Unknown,GOLPH3
FAM234A.2,0.003798083,-0.496063379,0.099,0.14,1,Unknown,FAM234A
SERPINF1.3,0.003800187,0.080622667,0.251,0.205,1,Unknown,SERPINF1
FAM127A.3,0.003810852,-0.471555067,0.245,0.294,1,Unknown,FAM127A
PHF5A.3,0.003819866,0.247187813,0.362,0.318,1,Unknown,PHF5A
THAP9-AS1.1,0.0038405,0.301291931,0.154,0.118,1,Unknown,THAP9-AS1
PDE8A.3,0.003847589,-0.405523493,0.123,0.169,1,Unknown,PDE8A
LINC01094.2,0.00385936,-0.418782375,0.265,0.322,1,Unknown,LINC01094
ZNF33A.1,0.003868259,0.290938395,0.148,0.112,1,Unknown,ZNF33A
SPARC.3,0.003874531,-0.533047524,0.192,0.236,1,Unknown,SPARC
TMEM263,0.003879419,0.516253696,0.102,0.073,1,Unknown,TMEM263
ARID4A.3,0.003882955,0.289098059,0.333,0.289,1,Unknown,ARID4A
ACAT1.3,0.003896943,-0.167056011,0.277,0.334,1,Unknown,ACAT1
RBPJ.3,0.003898472,0.100594169,0.728,0.702,1,Unknown,RBPJ
ASCL2.2,0.003900062,0.179015339,0.107,0.075,1,Unknown,ASCL2
ERRFI1.3,0.003907221,-0.430617099,0.087,0.126,1,Unknown,ERRFI1
NME3.3,0.003944023,0.161873685,0.423,0.372,1,Unknown,NME3
MTPN.3,0.003974809,-0.222041299,0.723,0.736,1,Unknown,MTPN
LUC7L.3,0.00398576,0.265461537,0.167,0.129,1,Unknown,LUC7L
MCM7,0.004006565,0.452372594,0.108,0.077,1,Unknown,MCM7
INPPL1.1,0.004018906,0.337752078,0.193,0.154,1,Unknown,INPPL1
WDR43.3,0.004022055,0.566342617,0.183,0.146,1,Unknown,WDR43
NOB1.3,0.0040265,0.547381337,0.224,0.184,1,Unknown,NOB1
FOLR1.3,0.00405082,-0.587371843,0.084,0.121,1,Unknown,FOLR1
RAB1A.2,0.004053867,-0.220048136,0.67,0.702,1,Unknown,RAB1A
POLR2D.2,0.004058174,0.513469728,0.132,0.1,1,Unknown,POLR2D
EXOSC4.3,0.004064491,-0.273448589,0.207,0.256,1,Unknown,EXOSC4
ICE1.3,0.004072479,0.466600804,0.149,0.114,1,Unknown,ICE1
LASP1.3,0.004090263,0.174015627,0.51,0.462,1,Unknown,LASP1
TMF1.3,0.004096949,0.321387878,0.272,0.228,1,Unknown,TMF1
LAMTOR5.3,0.004108936,-0.183848474,0.776,0.791,1,Unknown,LAMTOR5
KPNA4.3,0.004117605,0.374423955,0.364,0.321,1,Unknown,KPNA4
COX6C.3,0.004127446,-0.130147341,0.921,0.9,1,Unknown,COX6C
RC3H2.3,0.004133306,0.344008855,0.181,0.141,1,Unknown,RC3H2
UBE4B.2,0.004135516,0.311924831,0.142,0.107,1,Unknown,UBE4B
CIZ1.2,0.004145549,0.345316931,0.154,0.117,1,Unknown,CIZ1
KIF13B,0.004147077,0.399713144,0.12,0.088,1,Unknown,KIF13B
BPGM.3,0.004166224,1.056872276,0.146,0.114,1,Unknown,BPGM
PPIF.2,0.004179192,0.030636987,0.397,0.345,1,Unknown,PPIF
TRMO.3,0.004180115,0.420854551,0.16,0.123,1,Unknown,TRMO
COG2.3,0.004193414,0.419684389,0.134,0.101,1,Unknown,COG2
GAPDH.3,0.004194083,-0.025951222,0.995,0.981,1,Unknown,GAPDH
QDPR.3,0.004227242,-0.288794726,0.306,0.356,1,Unknown,QDPR
CCM2.3,0.004228179,0.298225655,0.335,0.289,1,Unknown,CCM2
RTF1.3,0.004239513,0.162169339,0.607,0.544,1,Unknown,RTF1
IVNS1ABP.2,0.004251681,0.144871178,0.479,0.436,1,Unknown,IVNS1ABP
F11R.3,0.004252111,-0.447211987,0.187,0.235,1,Unknown,F11R
LYRM4.3,0.004281606,0.31569711,0.292,0.25,1,Unknown,LYRM4
SNN.3,0.00428347,0.186982302,0.189,0.148,1,Unknown,SNN
ACYP2.3,0.004284094,-0.399719179,0.279,0.331,1,Unknown,ACYP2
DCSTAMP.3,0.004289152,-0.540256932,0.102,0.141,1,Unknown,DCSTAMP
GPR84.3,0.004299417,0.01018085,0.104,0.072,1,Unknown,GPR84
RSPH3.3,0.004310093,-0.307846439,0.163,0.212,1,Unknown,RSPH3
SOAT1.2,0.004324552,-0.280037625,0.39,0.446,1,Unknown,SOAT1
LRP10.3,0.004341186,0.21057762,0.458,0.412,1,Unknown,LRP10
E2F4.3,0.004356136,0.313687803,0.262,0.218,1,Unknown,E2F4
MX2.2,0.004356715,0.246944525,0.201,0.162,1,Unknown,MX2
PTCD3.3,0.004369082,0.467493907,0.146,0.112,1,Unknown,PTCD3
FGD5.3,0.004400015,-0.581472418,0.154,0.196,1,Unknown,FGD5
FAM53C.3,0.004425728,0.332164203,0.262,0.22,1,Unknown,FAM53C
SDHC.3,0.004452748,-0.194084326,0.542,0.583,1,Unknown,SDHC
TNF.2,0.004509944,0.114687772,0.373,0.325,1,Unknown,TNF
RBM7.3,0.004512983,0.187110305,0.283,0.237,1,Unknown,RBM7
FBXO11.3,0.004517683,0.198517729,0.256,0.212,1,Unknown,FBXO11
GTF3A.3,0.004531099,0.071561938,0.784,0.739,1,Unknown,GTF3A
TREM2.3,0.004533663,-0.381472521,0.644,0.659,1,Unknown,TREM2
NUDT9.3,0.00453808,-0.335922309,0.14,0.184,1,Unknown,NUDT9
UHMK1.3,0.004553464,0.174262865,0.355,0.303,1,Unknown,UHMK1
ERGIC1.3,0.004558654,-0.253850301,0.309,0.363,1,Unknown,ERGIC1
C7orf26.3,0.004597418,0.502781169,0.155,0.122,1,Unknown,C7orf26
PPM1G.3,0.004615647,0.23077425,0.482,0.439,1,Unknown,PPM1G
CSNK1A1.2,0.004628517,0.127858885,0.651,0.603,1,Unknown,CSNK1A1
FCHO2.2,0.004639235,-0.581462731,0.201,0.245,1,Unknown,FCHO2
TM9SF3.3,0.004653435,0.181079335,0.437,0.39,1,Unknown,TM9SF3
ENY2.2,0.004655545,-0.190617198,0.791,0.804,1,Unknown,ENY2
TMEM59.3,0.004665236,-0.167591701,0.807,0.802,1,Unknown,TMEM59
THOC3.3,0.004682913,0.492718364,0.14,0.107,1,Unknown,THOC3
CHORDC1.3,0.004702973,0.326990487,0.275,0.232,1,Unknown,CHORDC1
RAB21.1,0.004711145,0.145342468,0.394,0.348,1,Unknown,RAB21
TNK2,0.004741378,0.617322806,0.111,0.082,1,Unknown,TNK2
DCTN2.3,0.004753846,0.24227757,0.428,0.384,1,Unknown,DCTN2
BET1.3,0.004789637,-0.312213679,0.183,0.233,1,Unknown,BET1
ACTR2.2,0.004792937,-0.158727919,0.816,0.833,1,Unknown,ACTR2
MADD.3,0.004796589,0.613202183,0.128,0.096,1,Unknown,MADD
RRP36.3,0.00481462,0.441076977,0.169,0.133,1,Unknown,RRP36
TLR2.3,0.004816258,0.155865154,0.169,0.13,1,Unknown,TLR2
PPP6R1.3,0.004855991,0.402101888,0.285,0.243,1,Unknown,PPP6R1
TMEM87A.3,0.004860252,0.395705101,0.321,0.281,1,Unknown,TMEM87A
TOMM20.3,0.004861675,0.087797449,0.77,0.713,1,Unknown,TOMM20
PSMD13.2,0.004876691,0.172035445,0.44,0.388,1,Unknown,PSMD13
AGO1,0.00489257,0.243678067,0.122,0.089,1,Unknown,AGO1
SLC7A8.3,0.004905861,-0.442035384,0.186,0.234,1,Unknown,SLC7A8
PIK3CG.3,0.004913385,0.69338646,0.128,0.096,1,Unknown,PIK3CG
GSPT1.3,0.004970102,0.351854,0.472,0.436,1,Unknown,GSPT1
PHF21A,0.004973688,0.26665973,0.111,0.081,1,Unknown,PHF21A
PPIB.2,0.005061247,0.063948948,0.828,0.78,1,Unknown,PPIB
DRG2.3,0.005077668,0.400364004,0.216,0.179,1,Unknown,DRG2
H2AFX.3,0.005079272,0.190563243,0.19,0.149,1,Unknown,H2AFX
UBQLN2.2,0.005083823,0.438535437,0.174,0.139,1,Unknown,UBQLN2
MSN.2,0.005120319,0.097094418,0.802,0.742,1,Unknown,MSN
TCHP.1,0.005128898,0.560360064,0.117,0.087,1,Unknown,TCHP
FAIM.3,0.005143872,-0.624165282,0.111,0.15,1,Unknown,FAIM
PON2.2,0.005162727,-0.310687711,0.123,0.166,1,Unknown,PON2
RAP2B.3,0.005164348,0.206275257,0.431,0.377,1,Unknown,RAP2B
DPF2.3,0.005180106,0.544815907,0.135,0.104,1,Unknown,DPF2
ABCC1,0.005195305,0.643413535,0.11,0.08,1,Unknown,ABCC1
H2AFY.2,0.005198532,-0.199172276,0.846,0.848,1,Unknown,H2AFY
FAM92A1.3,0.005226291,-0.68301023,0.076,0.11,1,Unknown,FAM92A1
SZRD1.3,0.005229005,0.147052571,0.458,0.404,1,Unknown,SZRD1
MT-ND5.3,0.00524346,-0.133940848,0.959,0.932,1,Unknown,MT-ND5
IFIT2.3,0.005255003,-0.317489407,0.227,0.282,1,Unknown,IFIT2
CARS2.3,0.005275509,-0.295778347,0.169,0.216,1,Unknown,CARS2
UBXN11.3,0.005292617,-0.361594406,0.248,0.299,1,Unknown,UBXN11
SLC25A24.3,0.005300062,-0.409256805,0.347,0.405,1,Unknown,SLC25A24
WASH1.3,0.005317825,0.404162305,0.213,0.174,1,Unknown,WASH1
YTHDF2.3,0.005318954,0.195613431,0.449,0.411,1,Unknown,YTHDF2
MPP1.3,0.005320287,-0.322763103,0.47,0.524,1,Unknown,MPP1
PCYOX1.2,0.005345287,-0.537453803,0.082,0.118,1,Unknown,PCYOX1
COLGALT1.3,0.005371242,-0.306171781,0.435,0.48,1,Unknown,COLGALT1
ZBTB21,0.005373235,0.611670766,0.1,0.072,1,Unknown,ZBTB21
NEDD8.3,0.005389694,-0.122785325,0.866,0.871,1,Unknown,NEDD8
SNX1.3,0.005398944,-0.460838696,0.272,0.32,1,Unknown,SNX1
NCOA1.3,0.005402763,0.294344022,0.247,0.205,1,Unknown,NCOA1
BTBD7,0.005404941,0.27573329,0.172,0.135,1,Unknown,BTBD7
AP006222.2.3,0.005416925,-0.343699213,0.16,0.206,1,Unknown,AP006222.2
SENP6.3,0.005440476,0.391134726,0.298,0.255,1,Unknown,SENP6
NARS.3,0.005444624,-0.289461295,0.434,0.48,1,Unknown,NARS
CCDC14.3,0.005455864,0.293337988,0.184,0.147,1,Unknown,CCDC14
FKBP8.2,0.00545634,0.124648089,0.732,0.695,1,Unknown,FKBP8
RP11-160E2.6.3,0.005461411,0.388401598,0.285,0.243,1,Unknown,RP11-160E2.6
USE1.2,0.005472532,0.337177149,0.233,0.195,1,Unknown,USE1
RNF169,0.005472851,0.526268741,0.107,0.078,1,Unknown,RNF169
SHPRH.2,0.005487828,0.757673432,0.126,0.096,1,Unknown,SHPRH
UCKL1.2,0.005518948,0.418351008,0.132,0.099,1,Unknown,UCKL1
EHMT1.3,0.005524958,0.480670314,0.177,0.143,1,Unknown,EHMT1
RFX1,0.005583556,0.516673548,0.113,0.083,1,Unknown,RFX1
HEATR5B.3,0.005585901,-0.624989614,0.093,0.129,1,Unknown,HEATR5B
ARHGAP30.3,0.005591422,0.131687458,0.511,0.472,1,Unknown,ARHGAP30
GTPBP6.3,0.005599276,0.319346993,0.23,0.189,1,Unknown,GTPBP6
ATP5H.2,0.005609126,-0.162943771,0.84,0.84,1,Unknown,ATP5H
PDLIM7.2,0.005629963,-0.301945116,0.387,0.432,1,Unknown,PDLIM7
EFCAB14.3,0.005641748,0.216934823,0.435,0.384,1,Unknown,EFCAB14
BRD9.3,0.005649,0.461153637,0.215,0.179,1,Unknown,BRD9
CCL2.3,0.005685343,-0.711198861,0.277,0.225,1,Unknown,CCL2
FKBP2.1,0.005705874,-0.259166755,0.653,0.681,1,Unknown,FKBP2
MTMR14.3,0.00570964,-0.168531118,0.335,0.398,1,Unknown,MTMR14
SLC35A3.3,0.005723201,0.537487476,0.137,0.105,1,Unknown,SLC35A3
C2orf74.3,0.005750008,-0.280649453,0.231,0.284,1,Unknown,C2orf74
KCNE3.3,0.005758326,-0.402077895,0.215,0.261,1,Unknown,KCNE3
HINT3.3,0.005788792,-0.506608169,0.143,0.185,1,Unknown,HINT3
EIF4A3.3,0.005796914,0.069163804,0.429,0.382,1,Unknown,EIF4A3
METTL17,0.005798487,0.551707171,0.117,0.087,1,Unknown,METTL17
MICU1.3,0.00580142,-0.481273941,0.174,0.217,1,Unknown,MICU1
MAGOH.2,0.005815931,0.178272188,0.498,0.459,1,Unknown,MAGOH
ADRBK1.3,0.00583071,0.226576219,0.358,0.311,1,Unknown,ADRBK1
RBM17.3,0.005834485,0.187021986,0.507,0.461,1,Unknown,RBM17
CD40.2,0.005844391,-0.41661714,0.335,0.382,1,Unknown,CD40
AP5B1.3,0.005870089,-0.412810094,0.169,0.212,1,Unknown,AP5B1
FAM127B.3,0.005915799,-0.495240273,0.134,0.173,1,Unknown,FAM127B
LRRC61.3,0.005933622,-0.57322007,0.076,0.111,1,Unknown,LRRC61
NAGLU.2,0.005933977,-0.364702069,0.19,0.236,1,Unknown,NAGLU
ACSS1,0.005934259,0.654953669,0.107,0.078,1,Unknown,ACSS1
SLA.3,0.00595959,0.249303417,0.505,0.467,1,Unknown,SLA
PRPSAP1.3,0.00596579,0.20180292,0.209,0.167,1,Unknown,PRPSAP1
NFU1.3,0.005987728,-0.243954256,0.39,0.442,1,Unknown,NFU1
KMT2E-AS1.2,0.005996944,0.354354053,0.17,0.135,1,Unknown,KMT2E-AS1
ANAPC15.3,0.005999509,-0.23111841,0.408,0.461,1,Unknown,ANAPC15
OASL.3,0.006007883,-0.319422898,0.353,0.401,1,Unknown,OASL
PSD3.3,0.00602808,-0.43738176,0.125,0.165,1,Unknown,PSD3
PYGL.3,0.006032408,-0.381065591,0.218,0.264,1,Unknown,PYGL
RPS6KB1.3,0.006047397,0.577737448,0.131,0.1,1,Unknown,RPS6KB1
KLF9.2,0.006049572,0.227483211,0.198,0.158,1,Unknown,KLF9
CTNNA1.3,0.006054495,-0.301940089,0.455,0.505,1,Unknown,CTNNA1
TBC1D5.2,0.006059538,0.296008604,0.224,0.183,1,Unknown,TBC1D5
SIGLEC7.2,0.006063462,-0.3134342,0.164,0.212,1,Unknown,SIGLEC7
PAK2.3,0.006097898,0.106248168,0.616,0.576,1,Unknown,PAK2
HSCB.3,0.006122116,0.447855798,0.164,0.131,1,Unknown,HSCB
PTGS2.3,0.006187479,0.350842135,0.177,0.14,1,Unknown,PTGS2
VOPP1.2,0.006240036,0.282771334,0.519,0.48,1,Unknown,VOPP1
SKA2.3,0.006254102,0.204307569,0.207,0.167,1,Unknown,SKA2
ARSA.2,0.00626945,-0.281660715,0.219,0.27,1,Unknown,ARSA
RCN2.3,0.006286782,0.27415279,0.312,0.268,1,Unknown,RCN2
CTDSP2,0.006288255,0.198733341,0.3,0.252,1,Unknown,CTDSP2
CBR1.3,0.006300194,-0.242564805,0.39,0.444,1,Unknown,CBR1
EIF3K.3,0.006321844,0.085386753,0.922,0.894,1,Unknown,EIF3K
C14orf142.3,0.006336793,-0.443668772,0.227,0.273,1,Unknown,C14orf142
P2RX4.2,0.006352316,-0.32104061,0.411,0.455,1,Unknown,P2RX4
HSPA1A.3,0.006359166,-0.322147089,0.726,0.735,1,Unknown,HSPA1A
SLC39A11.3,0.006362879,-0.397806571,0.094,0.131,1,Unknown,SLC39A11
DPAGT1.2,0.006381369,-0.40978476,0.094,0.131,1,Unknown,DPAGT1
GAS2L3.3,0.006387151,-0.362730343,0.145,0.187,1,Unknown,GAS2L3
EPSTI1.2,0.006404292,0.109938333,0.493,0.442,1,Unknown,EPSTI1
ZNF821.1,0.006410349,0.461567552,0.119,0.089,1,Unknown,ZNF821
TRIQK.3,0.006444468,-0.345765701,0.184,0.232,1,Unknown,TRIQK
PISD.3,0.006450767,0.385390063,0.164,0.13,1,Unknown,PISD
TAF11.3,0.006488177,0.272876206,0.265,0.226,1,Unknown,TAF11
TM9SF4.3,0.006497233,-0.621109687,0.099,0.136,1,Unknown,TM9SF4
UNC119.2,0.006498522,0.261502817,0.256,0.215,1,Unknown,UNC119
PAK1IP1.3,0.006512873,-0.384463016,0.122,0.161,1,Unknown,PAK1IP1
RAB34.3,0.006571284,-0.40178648,0.374,0.417,1,Unknown,RAB34
EIF3I.3,0.006578336,0.100797372,0.647,0.595,1,Unknown,EIF3I
LSG1.1,0.006579473,0.521889486,0.12,0.09,1,Unknown,LSG1
UAP1.3,0.006588622,0.401798441,0.233,0.194,1,Unknown,UAP1
HNRNPH3.3,0.006590057,0.147955454,0.481,0.43,1,Unknown,HNRNPH3
PRAM1.3,0.006593406,-0.3156837,0.259,0.312,1,Unknown,PRAM1
PTS.3,0.006602615,0.295138916,0.282,0.243,1,Unknown,PTS
ARFGEF1.3,0.006609138,0.406118789,0.207,0.168,1,Unknown,ARFGEF1
VPS26B.3,0.006614216,0.353262131,0.254,0.215,1,Unknown,VPS26B
ME1.2,0.00663923,-0.563502744,0.122,0.162,1,Unknown,ME1
BCL2A1.3,0.0067036,-0.223989456,0.729,0.758,1,Unknown,BCL2A1
B3GNT5.3,0.006705345,-0.235981904,0.39,0.447,1,Unknown,B3GNT5
RMDN1.3,0.006709071,-0.359743788,0.205,0.253,1,Unknown,RMDN1
COMMD9.3,0.006709757,-0.318978798,0.42,0.469,1,Unknown,COMMD9
SUSD1.3,0.006729728,-0.527132223,0.177,0.218,1,Unknown,SUSD1
MFSD14A.3,0.006747877,0.482258794,0.177,0.143,1,Unknown,MFSD14A
LMNA.3,0.006754409,0.147658735,0.872,0.84,1,Unknown,LMNA
TLE3.2,0.006754788,0.166881668,0.282,0.238,1,Unknown,TLE3
SAFB.2,0.006775702,0.465045535,0.195,0.158,1,Unknown,SAFB
WDR61.3,0.00684751,-0.288018071,0.304,0.353,1,Unknown,WDR61
AGTPBP1,0.006847779,0.599572379,0.137,0.105,1,Unknown,AGTPBP1
ARAF.3,0.006879943,0.383868997,0.277,0.237,1,Unknown,ARAF
BSDC1.3,0.006903547,0.379748782,0.236,0.197,1,Unknown,BSDC1
FAM134C.2,0.006959181,0.19654917,0.205,0.166,1,Unknown,FAM134C
OTUD5.3,0.006969191,0.287482795,0.195,0.156,1,Unknown,OTUD5
PHTF1.3,0.006969924,0.314358964,0.135,0.103,1,Unknown,PHTF1
TMEM230.3,0.006978984,-0.179316914,0.763,0.77,1,Unknown,TMEM230
BORCS5.3,0.006995862,0.596486451,0.139,0.108,1,Unknown,BORCS5
C4orf48.3,0.007019193,-0.191024189,0.691,0.728,1,Unknown,C4orf48
POM121C.2,0.007019305,0.476072587,0.14,0.108,1,Unknown,POM121C
MITF.3,0.007071652,-0.268708228,0.335,0.387,1,Unknown,MITF
SP140.3,0.007094605,0.508089352,0.234,0.198,1,Unknown,SP140
DHRS4.3,0.007125842,-0.389836315,0.266,0.313,1,Unknown,DHRS4
CPT2.3,0.007148041,-0.531227234,0.099,0.134,1,Unknown,CPT2
B3GALT6,0.007150964,0.607097664,0.116,0.087,1,Unknown,B3GALT6
CDK17.3,0.0071582,0.645269441,0.143,0.112,1,Unknown,CDK17
SHTN1.3,0.007161149,-0.385275797,0.364,0.413,1,Unknown,SHTN1
PHIP.3,0.007171672,0.189947262,0.429,0.387,1,Unknown,PHIP
ACADS.3,0.007208379,-0.4130816,0.21,0.252,1,Unknown,ACADS
COX19.3,0.007208844,0.310204537,0.257,0.22,1,Unknown,COX19
RNF181.3,0.007234348,-0.227895428,0.667,0.691,1,Unknown,RNF181
GAPVD1.3,0.007243903,0.337218436,0.205,0.17,1,Unknown,GAPVD1
TUBB4B.3,0.00729946,0.137334217,0.615,0.554,1,Unknown,TUBB4B
PURB,0.007301776,0.22237309,0.239,0.199,1,Unknown,PURB
WDR11.2,0.007307013,0.1004879,0.198,0.159,1,Unknown,WDR11
RPUSD1,0.00732987,0.481953369,0.117,0.088,1,Unknown,RPUSD1
CELF1.3,0.00733027,0.136161364,0.505,0.462,1,Unknown,CELF1
GRSF1.3,0.007337842,0.150847333,0.382,0.338,1,Unknown,GRSF1
C9orf72,0.007341836,-0.428465301,0.177,0.221,1,Unknown,C9orf72
CKLF.2,0.00734882,0.113480544,0.746,0.72,1,Unknown,CKLF
ABTB1.3,0.007370431,0.334723043,0.183,0.147,1,Unknown,ABTB1
DLST.3,0.007447459,0.456070828,0.17,0.138,1,Unknown,DLST
SNAPC5.3,0.007448665,-0.261760261,0.259,0.308,1,Unknown,SNAPC5
NT5C.3,0.007486978,0.186186328,0.417,0.375,1,Unknown,NT5C
TRIM4.3,0.007493581,0.496287857,0.143,0.112,1,Unknown,TRIM4
LINC01184.3,0.007501482,0.526205075,0.128,0.098,1,Unknown,LINC01184
CLN6.2,0.007511872,-0.346163117,0.192,0.24,1,Unknown,CLN6
LSM4.3,0.00752499,-0.229117785,0.647,0.672,1,Unknown,LSM4
SPIDR.3,0.007539813,-0.408153793,0.1,0.137,1,Unknown,SPIDR
CREBZF,0.007638897,0.566142043,0.1,0.073,1,Unknown,CREBZF
NMRK1.3,0.007645552,0.229519442,0.283,0.24,1,Unknown,NMRK1
GOPC.3,0.007656536,0.479870123,0.245,0.208,1,Unknown,GOPC
SOWAHD.3,0.007656783,-0.481807281,0.111,0.148,1,Unknown,SOWAHD
SNRPA.2,0.007674735,0.309030438,0.244,0.207,1,Unknown,SNRPA
PARP4.3,0.007742187,-0.311418716,0.207,0.254,1,Unknown,PARP4
EXOC7.3,0.007747173,0.363048909,0.274,0.239,1,Unknown,EXOC7
PDGFC.2,0.007748215,-0.63212289,0.126,0.166,1,Unknown,PDGFC
PSMD9.3,0.007749623,0.284438599,0.266,0.223,1,Unknown,PSMD9
CLEC5A.3,0.0077531,0.194794157,0.169,0.132,1,Unknown,CLEC5A
LFNG.2,0.007781183,0.242901026,0.145,0.111,1,Unknown,LFNG
GCDH.3,0.007783641,0.42583854,0.14,0.109,1,Unknown,GCDH
ATP5C1.2,0.007795442,-0.224959402,0.738,0.749,1,Unknown,ATP5C1
NCF4.3,0.007798605,-0.294189637,0.533,0.571,1,Unknown,NCF4
ACSL5.2,0.007804921,0.551037143,0.192,0.157,1,Unknown,ACSL5
VKORC1L1.3,0.007850702,-0.473009165,0.131,0.171,1,Unknown,VKORC1L1
CCDC53.3,0.007867323,-0.351830191,0.365,0.408,1,Unknown,CCDC53
FBXL17.3,0.007882675,0.451727352,0.143,0.111,1,Unknown,FBXL17
RBM47,0.007883421,-0.27277161,0.546,0.58,1,Unknown,RBM47
PFDN5.3,0.007910081,-0.087200573,0.992,0.984,1,Unknown,PFDN5
NAA50.3,0.007938293,0.248715037,0.438,0.398,1,Unknown,NAA50
HINT2.3,0.007963176,-0.257599919,0.431,0.481,1,Unknown,HINT2
FAM193A,0.007974929,0.579654618,0.1,0.074,1,Unknown,FAM193A
MTHFD1.3,0.007991864,-0.305642543,0.158,0.201,1,Unknown,MTHFD1
G3BP1.2,0.008036853,0.265799745,0.381,0.343,1,Unknown,G3BP1
TMED3.3,0.008065745,-0.257139628,0.447,0.494,1,Unknown,TMED3
UBXN8.2,0.008076373,-0.662488206,0.076,0.109,1,Unknown,UBXN8
MAF1.2,0.008083681,0.147834419,0.568,0.526,1,Unknown,MAF1
FAR2.3,0.00810336,-0.502203965,0.149,0.188,1,Unknown,FAR2
PDRG1.2,0.008178458,0.402662635,0.142,0.109,1,Unknown,PDRG1
C14orf1.3,0.008198077,0.562254985,0.192,0.158,1,Unknown,C14orf1
THBD.3,0.008200825,-0.320631405,0.394,0.441,1,Unknown,THBD
CRTAP.3,0.00821435,-0.296121283,0.492,0.535,1,Unknown,CRTAP
TROVE2.3,0.008217193,0.334637148,0.265,0.229,1,Unknown,TROVE2
