Cell-cell communication signalings in tumor conditions,,,,,,,,,,,
,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
4177,Monocytes,TRAM,HLA-DRB5,CD4,0.002805574,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4178,Profi_TAM,TRAM,HLA-DRB5,CD4,0.009364017,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4179,Proli_TRM,TRAM,HLA-DRB5,CD4,0.009581188,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4180,TAM,TRAM,HLA-DRB5,CD4,0.004563998,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4181,TRAM,TRAM,HLA-DRB5,CD4,0.012377692,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4182,Unknown,TRAM,HLA-DRB5,CD4,0.008383886,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4183,DC,Unknown,HLA-DRB5,CD4,0.040692534,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4184,Endothelial cells,Unknown,HLA-DRB5,CD4,0.008381713,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4185,Epithelial cells,Unknown,HLA-DRB5,CD4,0.00455527,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4186,Monocytes,Unknown,HLA-DRB5,CD4,0.008940861,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4187,Profi_TAM,Unknown,HLA-DRB5,CD4,0.029418337,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4188,Proli_TRM,Unknown,HLA-DRB5,CD4,0.030086484,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4189,TAM,Unknown,HLA-DRB5,CD4,0.014488774,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4190,TRAM,Unknown,HLA-DRB5,CD4,0.038634496,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4191,Unknown,Unknown,HLA-DRB5,CD4,0.02639505,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
4192,Epithelial cells,Epithelial cells,MPZL1,MPZL1,0.000688444,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4193,Fibroblasts,Epithelial cells,MPZL1,MPZL1,0.000924111,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4194,Proli_TRM,Epithelial cells,MPZL1,MPZL1,0.000360134,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4195,Epithelial cells,Fibroblasts,MPZL1,MPZL1,0.000924111,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4196,Fibroblasts,Fibroblasts,MPZL1,MPZL1,0.001240349,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4197,Proli_TRM,Fibroblasts,MPZL1,MPZL1,0.000483469,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4198,Epithelial cells,Proli_TRM,MPZL1,MPZL1,0.000360134,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4199,Fibroblasts,Proli_TRM,MPZL1,MPZL1,0.000483469,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4200,Proli_TRM,Proli_TRM,MPZL1,MPZL1,0.000188361,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
4201,Epithelial cells,Epithelial cells,OCLN,OCLN,0.001009605,0,OCLN_OCLN,OCLN - OCLN,OCLN,Cell-Cell Contact,KEGG: hsa04514
4202,Endothelial cells,Endothelial cells,PECAM1,PECAM1,0.100507704,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4203,Monocytes,Endothelial cells,PECAM1,PECAM1,0.015630625,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4204,Profi_TAM,Endothelial cells,PECAM1,PECAM1,0.018393944,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4205,Proli_TRM,Endothelial cells,PECAM1,PECAM1,0.025283451,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4206,TAM,Endothelial cells,PECAM1,PECAM1,0.011660413,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4207,TRAM,Endothelial cells,PECAM1,PECAM1,0.035453507,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4208,Unknown,Endothelial cells,PECAM1,PECAM1,0.011332234,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4209,Endothelial cells,Monocytes,PECAM1,PECAM1,0.015630625,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4210,Monocytes,Monocytes,PECAM1,PECAM1,0.002251416,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4211,Profi_TAM,Monocytes,PECAM1,PECAM1,0.002655822,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4212,Proli_TRM,Monocytes,PECAM1,PECAM1,0.003672624,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4213,TAM,Monocytes,PECAM1,PECAM1,0.001673773,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4214,TRAM,Monocytes,PECAM1,PECAM1,0.005196247,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4215,Unknown,Monocytes,PECAM1,PECAM1,0.001626203,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4216,Endothelial cells,Profi_TAM,PECAM1,PECAM1,0.018393944,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4217,Monocytes,Profi_TAM,PECAM1,PECAM1,0.002655822,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4218,Profi_TAM,Profi_TAM,PECAM1,PECAM1,0.003132642,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4219,Proli_TRM,Profi_TAM,PECAM1,PECAM1,0.004331204,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4220,TAM,Profi_TAM,PECAM1,PECAM1,0.001974627,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4221,TRAM,Profi_TAM,PECAM1,PECAM1,0.006126366,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4222,Unknown,Profi_TAM,PECAM1,PECAM1,0.001918522,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4223,Endothelial cells,Proli_TRM,PECAM1,PECAM1,0.025283451,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4224,Monocytes,Proli_TRM,PECAM1,PECAM1,0.003672624,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4225,Profi_TAM,Proli_TRM,PECAM1,PECAM1,0.004331204,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4226,Proli_TRM,Proli_TRM,PECAM1,PECAM1,0.005985588,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4227,TAM,Proli_TRM,PECAM1,PECAM1,0.002731342,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4228,TRAM,Proli_TRM,PECAM1,PECAM1,0.008460619,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4229,Unknown,Proli_TRM,PECAM1,PECAM1,0.002653794,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4230,Endothelial cells,TAM,PECAM1,PECAM1,0.011660413,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4231,Monocytes,TAM,PECAM1,PECAM1,0.001673773,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4232,Profi_TAM,TAM,PECAM1,PECAM1,0.001974627,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4233,Proli_TRM,TAM,PECAM1,PECAM1,0.002731342,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4234,TAM,TAM,PECAM1,PECAM1,0.001244151,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4235,TRAM,TAM,PECAM1,PECAM1,0.003865981,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4236,Unknown,TAM,PECAM1,PECAM1,0.001208776,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4237,Endothelial cells,TRAM,PECAM1,PECAM1,0.035453507,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4238,Monocytes,TRAM,PECAM1,PECAM1,0.005196247,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4239,Profi_TAM,TRAM,PECAM1,PECAM1,0.006126366,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4240,Proli_TRM,TRAM,PECAM1,PECAM1,0.008460619,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4241,TAM,TRAM,PECAM1,PECAM1,0.003865981,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4242,TRAM,TRAM,PECAM1,PECAM1,0.01194677,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4243,Unknown,TRAM,PECAM1,PECAM1,0.00375634,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4244,Endothelial cells,Unknown,PECAM1,PECAM1,0.011332234,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4245,Monocytes,Unknown,PECAM1,PECAM1,0.001626203,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4246,Profi_TAM,Unknown,PECAM1,PECAM1,0.001918522,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4247,Proli_TRM,Unknown,PECAM1,PECAM1,0.002653794,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4248,TAM,Unknown,PECAM1,PECAM1,0.001208776,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4249,TRAM,Unknown,PECAM1,PECAM1,0.00375634,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4250,Unknown,Unknown,PECAM1,PECAM1,0.001174405,0,PECAM1_PECAM1,PECAM1 - PECAM1,PECAM1,Cell-Cell Contact,KEGG: hsa04514
4251,Endothelial cells,Endothelial cells,PTPRM,PTPRM,0.000977535,0,PTPRM_PTPRM,PTPRM - PTPRM,PTPRM,Cell-Cell Contact,KEGG: hsa04514
4252,B cells,Endothelial cells,SELL,CD34,0.005701963,0,SELL_CD34,SELL - CD34,SELL,Cell-Cell Contact,PMID: 7692600; PMID: 8977216
4253,B cells,Endothelial cells,SELL,PODXL,0.001813198,0,SELL_PODXL,SELL - PODXL,SELL,Cell-Cell Contact,PMID: 22814396
4254,DC,B cells,SELPLG,SELL,0.000914344,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4255,Profi_TAM,B cells,SELPLG,SELL,0.001054818,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4256,Proli_TRM,B cells,SELPLG,SELL,0.001053025,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4257,TAM,B cells,SELPLG,SELL,0.000811751,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4258,TRAM,B cells,SELPLG,SELL,0.001196748,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4259,Unknown,B cells,SELPLG,SELL,0.001135685,0,SELPLG_SELL,SELPLG - SELL,SELPLG,Cell-Cell Contact,"PMC2431087; PMID:  8892633,PMID:  8896607"
4260,DC,Epithelial cells,SEMA4A,PLXNB2,0.000772981,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4261,Proli_TRM,Epithelial cells,SEMA4A,PLXNB2,0.000367504,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4262,Unknown,Epithelial cells,SEMA4A,PLXNB2,0.000645165,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4263,DC,Fibroblasts,SEMA4A,PLXNB2,0.000503091,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4264,Proli_TRM,Fibroblasts,SEMA4A,PLXNB2,0.000239154,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4265,Unknown,Fibroblasts,SEMA4A,PLXNB2,0.000419883,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4266,DC,Proli_TRM,SEMA4A,PLXNB2,0.000377462,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4267,Proli_TRM,Proli_TRM,SEMA4A,PLXNB2,0.000179422,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4268,Unknown,Proli_TRM,SEMA4A,PLXNB2,0.000315026,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4269,DC,Unknown,SEMA4A,PLXNB2,0.00025804,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4270,Proli_TRM,Unknown,SEMA4A,PLXNB2,0.000122649,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4271,Unknown,Unknown,SEMA4A,PLXNB2,0.000215353,0,SEMA4A_PLXNB2,SEMA4A - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4272,Unknown,Epithelial cells,SEMA4D,PLXNB2,0.000583609,0,SEMA4D_PLXNB2,SEMA4D - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4273,Unknown,Fibroblasts,SEMA4D,PLXNB2,0.000379813,0,SEMA4D_PLXNB2,SEMA4D - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4274,Unknown,Proli_TRM,SEMA4D,PLXNB2,0.00028496,0,SEMA4D_PLXNB2,SEMA4D - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4275,Unknown,Unknown,SEMA4D,PLXNB2,0.000194798,0,SEMA4D_PLXNB2,SEMA4D - PLXNB2,SEMA4,Cell-Cell Contact,PMID: 27533782
4276,Profi_TAM,DC,SIGLEC1,SPN,0.001007968,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4277,Proli_TRM,DC,SIGLEC1,SPN,0.000397985,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4278,TAM,DC,SIGLEC1,SPN,0.000640309,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4279,TRAM,DC,SIGLEC1,SPN,0.000553185,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4280,Unknown,DC,SIGLEC1,SPN,0.00015308,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4281,Profi_TAM,NK cells,SIGLEC1,SPN,0.002346906,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4282,Proli_TRM,NK cells,SIGLEC1,SPN,0.000927401,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4283,TAM,NK cells,SIGLEC1,SPN,0.001491595,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4284,TRAM,NK cells,SIGLEC1,SPN,0.00128879,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4285,Unknown,NK cells,SIGLEC1,SPN,0.000356829,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4286,Profi_TAM,Proli_TRM,SIGLEC1,SPN,0.002262357,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4287,Proli_TRM,Proli_TRM,SIGLEC1,SPN,0.000893945,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4288,TAM,Proli_TRM,SIGLEC1,SPN,0.001437815,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4289,TRAM,Proli_TRM,SIGLEC1,SPN,0.001242312,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4290,Unknown,Proli_TRM,SIGLEC1,SPN,0.00034395,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4291,Profi_TAM,TAM,SIGLEC1,SPN,0.000829556,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4292,Proli_TRM,TAM,SIGLEC1,SPN,0.000327505,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4293,TAM,TAM,SIGLEC1,SPN,0.000526939,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4294,TRAM,TAM,SIGLEC1,SPN,0.000455234,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4295,Unknown,TAM,SIGLEC1,SPN,0.000125965,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4296,Profi_TAM,TRAM,SIGLEC1,SPN,0.003088289,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4297,Proli_TRM,TRAM,SIGLEC1,SPN,0.001220914,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4298,TAM,TRAM,SIGLEC1,SPN,0.001963319,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4299,TRAM,TRAM,SIGLEC1,SPN,0.001696484,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4300,Unknown,TRAM,SIGLEC1,SPN,0.000469847,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4301,Profi_TAM,Unknown,SIGLEC1,SPN,0.001001823,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4302,Proli_TRM,Unknown,SIGLEC1,SPN,0.000395557,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4303,TAM,Unknown,SIGLEC1,SPN,0.000636404,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4304,TRAM,Unknown,SIGLEC1,SPN,0.000549811,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4305,Unknown,Unknown,SIGLEC1,SPN,0.000152146,0,SIGLEC1_SPN,SIGLEC1 - SPN,SN,Cell-Cell Contact,KEGG: hsa04514; PMID: 11238599
4306,Fibroblasts,Monocytes,THY1,ITGAM_ITGB2,0.01684637,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4307,Fibroblasts,Profi_TAM,THY1,ITGAM_ITGB2,0.01701399,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4308,Fibroblasts,Proli_TRM,THY1,ITGAM_ITGB2,0.016943033,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4309,Fibroblasts,TAM,THY1,ITGAM_ITGB2,0.02024044,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4310,Fibroblasts,TRAM,THY1,ITGAM_ITGB2,0.009846511,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4311,Fibroblasts,Unknown,THY1,ITGAM_ITGB2,0.01715985,0,THY1_ITGAM_ITGB2,THY1 - (ITGAM+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4312,Fibroblasts,DC,THY1,ITGAX_ITGB2,0.017245109,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4313,Fibroblasts,Monocytes,THY1,ITGAX_ITGB2,0.019631976,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4314,Fibroblasts,Profi_TAM,THY1,ITGAX_ITGB2,0.01631264,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4315,Fibroblasts,Proli_TRM,THY1,ITGAX_ITGB2,0.013621952,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4316,Fibroblasts,TAM,THY1,ITGAX_ITGB2,0.019470725,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4317,Fibroblasts,TRAM,THY1,ITGAX_ITGB2,0.01029899,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4318,Fibroblasts,Unknown,THY1,ITGAX_ITGB2,0.016868362,0,THY1_ITGAX_ITGB2,THY1 - (ITGAX+ITGB2),THY1,Cell-Cell Contact,PMID: 15850796
4319,Unknown,Fibroblasts,ITGA4_ITGB1,VCAM1,0.001176377,0,ITGA4_ITGB1_VCAM1,VCAM1 - (ITGA4+ITGB1),VCAM,Cell-Cell Contact,KEGG: hsa04514
4320,Endothelial cells,Endothelial cells,GJA1,GJA1,0.002444581,0,GJA1_GJA1,GJA1 - GJA1,GAP,Cell-Cell Contact,PMID: 32532966;PMID: 15094344
4321,Epithelial cells,Epithelial cells,CLDN3,CLDN3,0.028038807,0,CLDN3_CLDN3,CLDN3 - CLDN3,CLDN,Cell-Cell Contact,PMID: 31942240
4322,Fibroblasts,Monocytes,THY1,ADGRE2,0.006765028,0,THY1_ADGRE2,THY1 - ADGRE2,ADGRE,Cell-Cell Contact,PMID: 31462748
4323,Epithelial cells,Monocytes,ITGAV_ITGB1,ADGRE2,0.001451087,0,ITGAV_ITGB1_ADGRE2,(ITGAV+ITGB1) - ADGRE2,ADGRE,Cell-Cell Contact,PMID: 31462748
4324,Fibroblasts,Monocytes,ITGAV_ITGB1,ADGRE2,0.002926968,0,ITGAV_ITGB1_ADGRE2,(ITGAV+ITGB1) - ADGRE2,ADGRE,Cell-Cell Contact,PMID: 31462748
4325,Profi_TAM,Monocytes,ITGAV_ITGB1,ADGRE2,0.001595941,0,ITGAV_ITGB1_ADGRE2,(ITGAV+ITGB1) - ADGRE2,ADGRE,Cell-Cell Contact,PMID: 31462748
4326,B cells,DC,CD55,ADGRE5,0.001827653,0,CD55_ADGRE5,CD55 - ADGRE5,ADGRE,Cell-Cell Contact,PMID: 31462748
4327,DC,DC,CD55,ADGRE5,0.002952527,0,CD55_ADGRE5,CD55 - ADGRE5,ADGRE,Cell-Cell Contact,PMID: 31462748
4328,Epithelial cells,DC,CD55,ADGRE5,0.00432502,0,CD55_ADGRE5,CD55 - ADGRE5,ADGRE,Cell-Cell Contact,PMID: 31462748
